id,section_name,web_url,pub_date,headline,trail_text,body_text,period,happiness,labmt_token_count,total_tokens,labmt_proportion
world/2013/jun/05/national-security-caucus-unrest-election,World news,https://www.theguardian.com/world/2013/jun/05/national-security-caucus-unrest-election,2013-06-04T23:15:00Z,Politics as it happened,"<p>The Coalition campaigns on national security, Kevin Rudd advises MPs to pull their heads in</p>","I didn't quite manage a lunchtime summary today. Let's rectify that this evening. Today in federal politics: The Coalition established the terms of the political face-off early in the day, signalling its intention to pursue the case of an Egyptian man held in a low security immigration detention facility in the Adelaide Hills despite being flagged by Interpol. Immigration Minister Brendan O'Connor said first that neither he, nor his predcessor Chris Bowen, were aware of the circumstances of this case until April this year. O'Connor later had to amend this statement when he learned that Bowen had been briefed while still in the portfolio. The Coalition grabbed the contradictions and ran with them, insisting this constituted a major national security failing on the part of the Gillard Government. The Prime Minister tried to circumvent the political attack by announcing in Question Time that the Director-General of Intelligence would hold an inquiry into this case, (and others involving complex security issues for would-be asylum seekers.) Not good enough thundered the Coalition - (and crossbenchers Andrew Wilkie and Rob Oakeshott) - who thought the multipartisan parliamentary committee on intelligence should conduct the probe. This proposal lacked the required parliamentary majority to proceed. In other issues, Julia GIllard got her landmark Gonski reforms through the House of Representatives. Despite the legislative victory, Labor continued to have a public dialogue with itself about its failings, with various people suggesting the government couldn't sell it's policies. Kevin Rudd went to the doors of parliament and advised people in the caucus to ""pull their heads in."" Treasurer Wayne Swan advised people to ""put a sock in it."" Labor Senator Mark Bishop, meanwhile, banged the table during a committee hearing, producing vision that became emblematic of Labor's internal ill-discipline and frustration. New national acocunts data confirmed the Australian economy grew by 0.6% in the March quarter. Climate Minister Greg Combet told the National Press Club Tony Abbott would not repeal the carbon price regardless of what he's saying now. That's essentially today, stripped of fog and moonstruck madness. Thanks so much to Mike Bowers for brilliant pictures. See you all tomorrow. Shadow Minister for Border Protection Michael Keenan is still going. David Speers, fresh from luring Liberal Greg Hunt away from a critical division, is now quizzing Keenan on Sky TV. Speers is putting a rebuttal from refugee advocates about this Egyptian - that he wasn't convicted in a legitimate court - to Keenan. (Are you confident that this man has been convicted in a legitimate court of these serious offences Speers inquires?) Keenan insists the Opposition is absolutely confident about the facts it is asserted about this case. After the chaos of the day, let's move in more tranquil fashion towards the evening. Can I point readers to Simon Jackman's new blog post? (Simon, Stanford Professor, is our resident, learned, utterly delightful, political numbers guy). He's written today on last week's political controversy around public funding for elections. You can read the full blog post here. Simon would cop more public funding for elections if the Australian system forced the political parties to actually tell us who is signing the cheques. Lots of meaty morsels in this piece. Here's an excerpt: We have very little information about the major parties’ expenditures, despite the parties taking considerable sums of public money via the “per vote” funding models. We know more about the relatively tiny expenditures of independents than the expenditures of the major parties: Tony Windsor spent $94,249.93 in the 2010 election, Rob Oakeshott $78,139.16 and Andrew Wilkie $35,924. Tony Abbott reported receiving nothing and spending nothing on his 2010 re-election in Warringah, the same for Julia Gillard in Lalor, and Adam Bandt in Melbourne – all true as a formal, legal matter, but quite the giggle otherwise. We only get a sense of where party money goes when the parties are giving money to entities required to report receipts to the AEC: for example, the parties transferring funds between federal and state branches, to various supporting foundations and thinktanks (some might say “front organisations”). This is all the more galling when the cross-partisan “deal” that was scuttled last week included public money to cover the parties’ “administrative costs”. This isn’t good enough. And this is why the politics of last week were so distressing. Morrison says this person should be deported. Doesn't matter if Egypt has the death penalty. Morrison: We shouldn't get distracted by (that) issue. Ever indefatigable. Shadow Immigration Minister Scott Morrison has called a press conference. This inquiry the Prime Minister has announced doesn't go nearly far enough. Morrison declares there's a don't ask, don't tell policy on national security. The vote on whether to recommit the vote failed to secure the absolute majority required. Wrong way. Go back. Anthony Albanese tries to convince the Independents to drop their motion. The ABC's Melissa Clarke puts this well. Speernapped. A brand new concept has entered the political discourse. Liberal Greg Hunt is now addressing the matter of his absence during the vote. He says he was trapped in a sound proof booth with the Sky political editor David Speers. Hunt: I will learn to run faster. Albanese: National security cannot be a political plaything. I say to the crossbenchers and everyone else, don't play politics. Think of the consequences of this motion. The Wilkie motion failed to secure the required absolute majority. Manager of Opposition business Christopher Pyne is now trying to recommit the vote. Pyne: There was great confusion. (Katharine: You don't say Christopher.) Pyne says Liberal MP Greg Hunt was trapped outside the glass doors. The Member for Fisher did not appear either. People didn't know this Wilkie motion was coming. They went on with other business, only to be called back urgently. He's pleading misadventure. Let's vote again, Pyne says. Anthony Albanese is not impressed. What a short memory the Member for Sturt has got. Albanese says the Coalition can't have procedural issues both ways. The fact is the Opposition was two votes short of a majority. He says if two genuine votes can present themselves, then let's talk. Otherwise this is a stunt. Albanese adds that the intelligence committee is not empowered to inquire into individuals. The standing orders forbid it. Albanese is urging the Independents to withdraw their motion. It should not be proceeded with. The motion moved by the Member for Denison would have been clearly out of order. Quick check of the standing orders. While we wait for this vote, enjoy the day in a video. A day of frantic racing around after bits and pieces, fragments of a rolling debate. Shadow Immigration Minister Scott Morrison just wants to land his lines about the failure of national security. Unfortunately for him, Labor's Joel Fitzgibbon strolls by. The herd with microphones thunder after Fitzgibbon in hot pursuit. I think we can all laugh at each other's absurdities for a moment here. Fellow cross bencher Rob Oakeshott is seconding the Wilkie motion. The House is dividing. The Acting Speaker, Bruce Scott, seemed a little uncertain whether he should call one. The disposition of the chamber was unclear. It's that kind of day. Actually not quite, here is another suspension of the standing orders. Tasmanian Independent Andrew Wilkie this time. He wants a parliamentary inquiry by the joint committee on intelligence into the facts of this case involving the Egyptian man. This incident, Wilkie says, is a cause for very serious concern It's important that someone, sombody get to the bottom of this. This is a matter the parliament should consider. The vote on the suspension of the standing orders was negated. Over, and out. Perfect chamber shot from Mike Bowers. 101 days to poll day. Strategy mode. After Albanese's analysis of the Coalition's dull predictability on the launching of suspensions of the standing orders, Speaker Anna Burke asks if the motion should be agreed to. The House is dividing. What's Albanese talking about? ""Wheat for weapons"" was a scandal concerning kickbacks that the Australian Wheat Board paid to the Iraqi Governmment in contravention of UN rules. This happened under the Howard Government. And Haneef? Thanks to the Law Council for this quick summary: Dr Mohamed Haneef, an Indian national, was arrested at Brisbane airport on 2 July 2007 in connection with a failed London bomb plot. He was held for twelve days before being charged with providing support to a terrorist organisation. The charge was unsustainable and was quickly dropped. However, in the interim Dr Haneef's immigration visa was cancelled on character grounds - a decision which on review was found to be unlawful. The gag motion failed. Albanese is on his feet. We will not be lectured on national security by the party who gave us wheat for weapons and the party who gave us the Haneef scandal. A comment from #politicslive reader Alf McMillan. Here's Liberal backbencher Kelly O'Dwyer's comment on the attempt to gag the debate. A little advice needed? Christopher Pyne knows where to seek it. From Peta Credlin, Tony Abbott's chief of staff. The Prime Minister, having announced an inquiry into this case by the Director-General of Intelligence, has attempted to end Question Time. Not so fast is the view of the Opposition. Michael Keenan is back at the dispatch box attempting to suspend the standing orders. This is a serious breach of national security demanding a parliamentary debate. Keenan: This is an urgent matter. We are dealing with a grave breach of national security and nobody will take responsibility for it. Anthony Albanese then moves to shut Keenan down with a gag. I move the member be no longer heard. Bells are ringing. Here is the statement Brendan O'Connor made to parliament just prior to Question Time. He has confirmed that his predecessor in the immigration portfolio, Chris Bowen, was in fact briefed about the Egyptian case. O'Connor has previously said otherwise. O'Connor: I was advised that the former Minister for Immigration was not briefed on the matter of the Egyptian detainee. I was subsequently advised, that the former Minister’s office received a submission relating to this matter on 28 September 2012. The submission was not signed by the former Minister. This submission related to the complex issues surrounding the detainee’s capacity to apply for a protection visa. The Department has advised me that the submission held by the former Minister’s office was not returned to the Department by the then Minister’s office. I can confirm that this submission was not provided to me or my office upon appointment as Minister for Immigration and Citizenship. The Department has also advised that this submission, relating to this detainee’s capacity to apply for a protection visa, has not been resubmitted to me. No matters relating to the detainee were raised with me or my office prior to 17 April 2013, as I advised the Parliament last night. The brief of 17 April 2013 related to the movement of this detainee from the Inverbrackie to Villawood detention facility. I also advise the House that the detainee has always remained in detention since arriving in Australia. Tony Abbott is back with a question to the Prime Minister. Given a convicted jihadist was left behind a pool fence, given everyone in the government was in the dark, given the Prime Minister refused to accept briefings on this matter, how is this not a major national security failing of your government? Julia Gillard is asked by the Speaker to ignore the final inference. The Prime Minister says today I have directed the Inspector-General of Intelligence and Securty to examine this case. The Prime Minister continues her answer. The Leader of the Opposition does not know more about this than the Director-General of ASIO. She says she was briefed on the case after the matter was raised in Senate Estimates. Tony Abbott is back to the Prime Minister. When were you, or your national security adviser, informed of this serious security breach? Julia Gillard: The facts are these. The person he refers to was always in detention. I refer the Leader of the Opposition to the statement by the Immigration Minister just before Question Time. Julie Bishop persists with a supplementary to Dreyfus. What action did you take after the briefing on April 24? Did you brief the national security committee of Cabinet? Albanese wants the question ruled out of order. You can't talk about Cabinet is his argument. That would be breaking the law. Speaker Anna Burke says the question is in order. Dreyfus says he won't be talking about Cabinet. Deputy Liberal leader Julie Bishop has a question for the Attorney-General Mark Dreyfus. Has the Attorney been advised on the case of the Egyptian by ASIO - when, and what action have you taken? Dreyfus: What a disgrace this opposition is. This remarks prompts generalised uproar. Mr Dreyfus says he was briefed on the case on 24 April. He says ASIO is properly resourced to do security assessments. He points to the ASIO triage system. Is the Opposition saying it knows how to do security assessments better than ASIO? If so how, and what would it cost? Michael Keenan has a question for Jason Clare, Minister for Home Affairs. Why didn't the police brief you on the Egyptian sooner than they did? Clare: I won't second guess the Federal Police about what they think it's approrpiate to brief me on. Jason Clare says when he was briefed, he recommended cooperation with other agencies. Shadow Immigration Minister Scott Morrison is continuing to pursue Brendan O'Connor over the Egyptian. Why weren't you informed about this man for seven months? O'Connor ploughs on. At all times our agencies have worked together. This person has been in detention at all times. Morrison persists. If you thought Inverbrackie was ok to detain this person, why did you move him? O'Connor says officials moved him on advice from the agencies. This was the correct course of action. Suspension of the standing orders in the offing perhaps? Manager of government business Anthony Albanese pays a visit to the cross bench. Meanwhile the Shadow Minister for Border Protection Michael Keenan wants Immigration Minister Brendan O'Connor to explain why he told him in a letter in May that the assessment of the Egyptian man had started, but told parliament yesterday that it hadn't. Brendan O'Connor says Keenan referred to three cases in the May letter. His response took that into account. O'Connor says the assessment of the Egyptian man had not commenced at the time the letter was sent. Tasmanian Independent Andrew Wilkie comes at the same issue from the left. He's wanting particulars about processing of asylum seekers on Manus Island. Why can't journalists go and check the facility out? The Prime Minister says the government has been open and transparent about the Manus facility. Wilkie begs to differ. Tony Abbott has switched the attack to boats. Given a convicted jihadist terrorist was held in a family detention facility for months due to a clerical error, will the Prime Minister agree her policies have made Australia less safe? Julia Gillard: The Leader of the Opposition is out there trying to create fear. All of this fear raised by an Opposition, that if it was clear and if it was truthful, would admit their policies amount to nothing. The Prime Minister says the Coalition creates fear in the community but won't take legislative action to stop the boats. We make no connection between Treasurer Wayne Swan's answers and Kevin Rudd needing oxygen on the backbench. Hockey is back on the debt cap. Why don't you just fess up, you've made a mess of this haven't you? Why are you leaving it to someone else to clean up your mess? Swan declares that he wants ten questions on this subject. A Dorothy Dixer allowing the Prime MInister to be ebullient about the passage through the House of Representatives of the Gonski package earlier today. Julia GIllard: You would think in this parliament there could be a moment of unity. But unfortunately today, we didn't see that moment of unity today. Speaker Anna Burke. The time for member's statements has expired, in accordance with standing order 43, are there any questions without notice? Here we go for Question Time. Shadow treasurer Joe Hockey opens on the debt cap. It will be breached won't it? Will the Treasurer now apologise for breaking another promise to the Australian people? Treasurer Wayne Swan says Treasury officials have provided face value figures on the debt cap today. Debt in this country is low. Our public finances are in great shape. This (question) just demonstrates how those opposite want to talk down our economy day after day. Having been moved aside by the Prime Minister, Senator Crossin is a big fan of rank-and-file preselection ballots. She's endorsing one now in the Victorian seat of Batman. This must happen. Sky TV journalist David Lipson asks whether she's ""forgiven Julia Gillard."" Crossin: I'm certainly getting on with what my next challenge in life will be. It's taken a while to get through that. But I know there will be another door. Too much sermonising? Never! Labor's public dialogue with itself concerning the current deficiencies continues. ALP Northern Territory Senator Trish Crossin has bobbed up on a panel on Sky TV. Senator Crossin was recently moved aside somewhat brusquely by the Prime Minister in favour of Nova Peris as Labor's main senate candidate in the NT. Crossin says Labor MPs know what the policies are and what they mean, but voters don't. Crossin: I do think there are some problems with the messaging. We talk about Gonski. People say to me, what's that about? Shadow treasurer Joe Hockey is out now in one of the courtyards responding to the national accounts figures. He's pressed on what the Coalition would do to boost domestic demand and make life better for business. Hockey is asked whether business would thank him for delaying the introduction of the Coalition's paid parental leave scheme (which in its current iteration at least, imposes a levy on business). Hockey: You will see our initiative in that regard prior to the election. I'm not getting into speculation about where we are at. Combet is asked to reflect on what might have been if Kevin Rudd's carbon pollution reduction scheme had passed the parliament. Small laugh from Combet. It's unknowable. Who knows what would have been? My life might have been a bit easier if the CPRS had gone through. Combet is asked whether - like on uranium - the Labor Party will take a stand on environmental grounds, but gradually back track on the carbon pricing mechanism. No, Combet says. This issue has been thrashed out comprehensively within Labor and the labour movement. The carbon price will endure and so will Labor's commitment to it. The Labor Party is committed to tackling climate change. Combet is asked to commit to serving a full term if Labor loses in September. He provides a very elegant non-commital to this question. He's standing, he's committed to fighting, and to Labor winning. I'm still hungry to do more. (That's a bit short of an unequivocal yes.) Combet is asked to substantiate allegations made in his speech that Coalition people have been bullying banks and agencies, like the Clean Energy Finance Corporation. Combet says he doesn't have to reveal private activity. These (interventions) have been quite public. Combet says Tony Abbott in government will not repeal the carbon price. The game has already changed. Combet: Like the floating of the dollar and the opening up of Australia’s economy by the Hawke and Keating Governments, the Clean Energy Future plan is in the great tradition of Labor reforms. It came as no surprise to me that recent polling has seen a turnaround in support for the carbon price. Essential Media found that support for the Government’s carbon pricing policy has increased by six points since January to 43 per cent – at the same time opposition to carbon pricing is down by seven points to also stand at 43 per cent. Another poll found that only 20 per cent of swinging voters wanted the carbon price repealed. The fact that the policy itself is decreasingly contentious, and demonstrably working, is worth careful consideration in the context of politics in future months and years. A scare campaign will only take Tony Abbott so far. He already thinks he has won the next election, but it stretches credulity to contend that a double dissolution election on the issue is already in the bag as well. Tony Abbott knows this. And let’s not forget that he is a first-class political opportunist. His aim is simply to win Government. If he does, my contention is that he cannot and will not repeal the carbon price. Climate Change Minister Greg Combet is now a fair way into his address to the National Press Club. The carbon price is working exactly as intended, Combet says. It creates a powerful incenitve to reduce pollution. As a market mechanism it's ensuring pollution is reduced in efficient ways. The Coalition's policy would pursue higher cost ways of reducing pollution, rather than trusting the efficiency of the market. He suggests the Coalition's policy is a dud. Tony Abbott, Combet says, has been frightening people on low incomes about the impact of the carbon price on the cost of living. Swan is back now to the question he didn't want to engage with earlier - why do you get no credit? He says the government has lost paint politically because it has taken on controversial reforms, like carbon pricing, against substantial political opposition. He's asked does he agree with backbencher Laurie Ferguson that the Prime Minister needs to get more involved in the boats issue? She has been full bore in trying to put together a comprehensive response. We will continue to do everything within our power to get a full suite of policies. Any comment on ill-discipline in caucus? The public who elect us expect us to come here and deal with the big issues. I think its about time that a few people who are out there put a sock in it basically. Swan is making the point in general terms that it would be good for the economy if the Australian dollar started to fall (as it has recently). Swan: I don't speculate about the pathway of the dollar. But he says he always thought the Australian dollar would begin to fall when the US economy started to recover. If you want to get across all the details of the new national accounts data, here's a news wrap. Growth is good. Mike Bowers caught the Treasurer on his way to his media conference. Swan is asked given the strong numbers, why is the government getting no credit? The Treasurer retorts that he'd like to stick to explaining the data for now. He says getting so quickly to a question like that might indicate one of the government's problems. (Presumably he means the fog of media interpretation.) Wayne Swan says there may well be doomsday predictions ""from predictable quarters"" courtesy of the new national accounts data. But here's his summary. Swan: When you look at today's national accounts I think they are a reminder of what Australia has achieved over the past five years. We have an economy in transition, we have a high dollar which is making that transition harder. But the reality is the economy is in good shape, and the economy is handling these transitons very well. Our economy remains a stand out in terms of the developed would. The Treasurer Wayne Swan is addressing reporters about the national accounts. Growth is good. Friends, one and all. Kevin Rudd, catching up with folks on the sidelines of that Gonski vote, including the man of the moment, Joel Fitzgibbon. And quick as a flash, the Young Liberals have Senator Bishop's ""moment"" on YouTube. It's fair to say there's a bit of pressure around the traps. Labor senator Mark Bishop went berko in the economics committee late yesterday. Have a listen. It's right at the end of this sound file. (Note to readers: This post has been corrected from the original. I thought initially this committee hearing was today. It was late yesterday. Apologies.) Why did you move the gag motion Mr Oakeshott? His comment to Guardian Australia? This legislation matters to regional students and Chris Pyne and the Opposition were just mucking around with it. A somewhat unusual move: parliamentary independent (who normally doesn't support gag motions) moves gag motion. It's that kind of day. The Oakeshott gag succeeded. Schools Minister Peter Garrett moved straight to the third reading vote, and the Gonski package went through the House of Representatives on the voices. Independent Rob Oakeshott is taking matters into his own hands in the Gonski debate. He's wanting to bring the package to a conclusion. Oakeshott: We have a backlog over the next few weeks of fifty bills. He's moving a gag order to force the package to the necessary set of votes. Lots of invenctive about this in the chamber. Speaker Anna Burke has warned Christopher Pyne. Oakeshott suggests he's not there to be popular. Treasurer Wayne Swan will address reporters on the new national accounts figures at 12.15pm. Coming up at lunchtime, the Climate Change Minister Greg Combet will address the National Press Club. His theme? How carbon pricing is working. Economics correspondent for The West Australian Shane Wright summarises the new data. A couple of transitions. Defence Minister Stephen Smith is holding a press conference with his Indian counterpart, A.K. Antony. New figures for economic growth have just been released. Gross domestic product is up 0.6% in the March quarter. I gather the pursuit of Joel Fitzgibbon that we pointed to a moment ago resulted in a full lap of the core of the parliament. One TV camera man collided with a pot plant. The camera man is fine, the condition of the pot plant unknown. Meanwhile our parliamentarians attempt to make and thwart laws. The Gonski debate continues. A successsion of Liberals are being cross about amendments to the Gonski package, about the package itself, about the ambiguity around the funding for independent schools. From that most special of categories - only in the Labor Party. David Feeney, Labor senator, candidate for the lower house seat of Batman, would like to let 100 flowers bloom. Ladies first, even if they are saying nasty things about me - like why don't you let a woman stand for Labor's safest seat? Here is the Feeney statement: A successful ALP preselection process in the Federal electorate of Batman requires local party members to be able to choose who they want to fight for Labor values on 14 September. For this to be achieved, ALP members must be able to have the candidate of their choice. That is why I am asking the Victorian Branch of the ALP for Mary-Anne Thomas to be given special dispensation to run for preselection in Batman. Despite Ms Thomas’ lack of eligibility to stand for ALP preselection, she has expressed a desire to do so. In the interests of local members, I wholeheartedly agree that Ms Thomas should be able to stand and compete. Only then will members be able to choose the person they consider most qualified for the job. As I have stated previously, this will be an election fought on values. It will be a fight for better education, better disability support and for jobs. I believe I am the best candidate to fight, to win and to advocate in the interests of Batman. I hope the members of Batman will recognise this and choose me to be their advocate and representative. Whoever is chosen, they will need the party united behind them for the fight of a lifetime on 14 September. Labor backbencher Joel Fitzgibbon has been the subject of a rolling media pursuit this morning given his contribution to the cause of Labor unity yesterday. Fitzgibbon went to the Beyond Blue event. This, was his inelegant exit. There should be theme music. By close of business, there probably will be. Jeff Kennett is over in the Mural Hall launching an initiative called man therapy. Christopher Pyne, meanwhile, is continuing in the Gonski debate. Why are we debating legislation for a national agreement when there is no national agreement? Pyne says the government will gag the debate and ram this package through despite the fact it has only two jurisdictions on board - New South Wales and the ACT. Shadow Education Minister Christopher Pyne derides the package as a sham. Pyne says it's unclear what additional funds independent schools will get under the new arrangements. He raises Peter Garrett's handling of the insulation roll-out. The pink batts scheme was part of the economic stimulus packages the Rudd Government rolled out during the global financial crisis. (Garrett was the responsible minister for that scheme at the time. He was moved out of the portfolio when the implementation of the scheme was revealed to be a mess.) The inference being - how can you trust this government to implement anything properly? Quick glance in to the House of Representatives. This morning, as we've foreshadowed, a parliamentary debate on the Gonski package. Schools Minister Peter Garrett is arguing the Coalition has no interest in education reform. He's also defending the government's record in education policy. There's one last thing to do. Garrett: We are willing to do the last and most important bit of work which is a needs-based funding system for schools. No school will be worse off. They will only be worse off if Tony Abbott abolishes this package. Speaking of loving this city, the Centenary of Canberra is bringing many small festive joys to the frozen limestone plains this year. One of these was last night - parliament hosted the AFL Hall of Fame induction dinner. With footy players in town, some denizens of the parliament clapped hands and gushed like school kids. I'm not naming names. Opposition leader Tony Abbott is a GWS man, but put aside club loyalty for a chat with Collingwood coach Nathan Buckley. Just because I can. I'm going to post another of Mike Bowers' beautiful stills from around Lake Burley Griffin this morning. Love this city, even when it's a freezer. Here's the Prime Minister, on Gonski, on Twitter, a few minutes ago. Bit curious, this Tweet a few minutes ago from Queensland Premier Campbell Newman. I think the Premier is advising Queensland representatives in Canberra to vote against the Gonski legislation (introduced yesterday) which reduces funding (effectively) for school systems outside the new deal. Of course if Queensland signed up to the Gonski package, they'd get the extra money. Right? Before the day drives us relentlessly forward, let's stand still and work out where we are with this story about the Egyptian man detained at Inverbrackie despite being the subject of an Interpol red notice. The ABC's Sabra Lane did a top notch 'the story so far' package for radio this morning. A transcript of that is here. Let's just set out the known facts before politics weaves its peculiar magic later on. This man arrived in Australia early in 2012, and was detained initially on Christmas Island. He was moved to the Inverbrackie centre in the Adelaide Hills in early May 2012. Interpol had issued a red notice for this person in 2001 following a convition in absentia in Egypt for murder and membership of a terrorist group. ASIO says a clerical error resulted in him being sent to Inverbrackie - a low security detention facility. Federal police say they became aware last November of the conviction in Egypt. Officials from the Immigration Department knew about the Interpol notice in February. But neither the Immigration MInister, Brendan O'Connor, nor his predcessor Chris Bowen, knew anything about the case until April this year, when the first media reports surfaced. Shadow Immigration Minister Scott Morrison: We do have this culture of a hands off approach. Immigration Minister Brendan O'Connor: I've said I want to be told on matters such as this. But it's not for ministers to chase down people. Criticism of the talking points culture within Labor is, of course, entirely legitimate. Both the Rudd and Gillard governments, despite their elaborate communications apparatus, have both been weak in selling their agenda and their policies. I think this statement is uncontentious. It's just a bit funny to hear supporters of Kevin Rudd railing against a culture that Rudd in fact imposed on the party in Opposition, and deepened and systematised in government. I did a fly-on-the-wall piece about Kevin Rudd's office in 2009 that laid out some of these practices. If you are interested, you can read that here. Perhaps their subtle point is Julia Gillard has done nothing at all to dismantle this system, which is entirely true. Clash of the Scots - Doug Cameron versus Julia Gillard's communications director, John McTernan. Labor could sell tickets. One man who always resists calls to pull his head in is Labor backbencher, Senator Doug Cameron. Cameron took his lilting Scottish brogue to ABC News Breakfast this morning. His advice to the Prime Minister is ignore the spin doctors. Cameron: She should do what I do - don't read the nonsense every morning to tell you what your spin lines is. Be (yourself). She's a talented, effective politician, but she's got to be herself. For what it's worth, and whether she'll listen to me or not, that would be my advice to the Prime Minister. (I've created a hashtag: #stopthespindoctors) On the general point of caucus discipline, Cameron reflected thus: What's wrong with a bit of colour and movement? What's wrong with people actually saying what they think? What's wrong with different views in the Labor Party? Readers with us yesterday will know that the Labor caucus had one of the days the Labor caucus has when confronted with the existential nightmare that is September 14. It was a day of outbursts, capers and reflections. Kevin Rudd has this morning sailed up to the doors of parliament to advise colleagues to have a Bex and a lie down. Rudd: Everyone, and I mean everyone, needs to pulls their heads in. Politics live, sadly, lacks an irony font. Good morning and welcome to the day after the Socceroos drew in Japan - and the day before tonight’s State of Origin clash. Mike Bowers' beautiful opening still this morning looking across Lake Burley Griffin to Government House has me thinking about gorillas in the mist. Odd perhaps, but just a reflection on the goings on in this building. The morning has opened with the Coalition pursuing vigorously the case of the Egyptian man held in low security immigration detention for eight months despite being flagged by Interpol. I think we can predict this issue will be front and centre of the Coalition's political attack on the government today. A quick survey of the landscape. (Difficult that, given the clutter.) The Gonski school reform package has joined the other issues which have been running for much of this parliamentary week. The legislation came into parliament yesterday. The Coalition failed last night in an effort to disallow the Gillard Government’s marine park management plans. Our news wrap this morning includes a guest Tweet from Labor MP Andrew Leigh noting this result. I’d also like to congratulate Fairfax Media sketch writer Jacqueline Maley for producing the pithiest lead paragraph of the morning. As the 43rd Parliament lurches towards its nether end, the vibe around the place grows increasingly postmodern. Which is to say - deconstructed, self-referential, culturally relative and, in select cases, more incoherent than the poetry of typewriter-bound monkeys. Let’s run through this morning’s main political stories. 457s, boats and caucus Employers will be legally required to search locally to fill low-skilled job vacancies before taking on temporary foreign workers on 457 visas, in a crackdown Labor strategists had hoped would ease voter concerns about the government’s handling of immigration issues. The immigration minister, Brendan O’Connor, briefed the Labor caucus on Tuesday on the controversial crackdown, revealing the laws would require “market testing” for “nominated non-graduate occupations” and would prevent businesses from hiring 457 workers at arm’s length through labour hire firms. But desperate Labor backbenchers are demanding Julia Gillard address the asylum issue head-on instead of trying to divert the debate to the use of 457 visas. (Guardian Australia) In a meeting of Labor MPs described by some as ""surreal, with a feeling of resignation"", the Prime Minister was given an ultimatum by a key supporter, western Sydney MP Laurie Ferguson, to turn the public debate on asylum-seekers in Labor's favour or the government would be ""dead"" in the party's heartland. (The Australian, paywalled) Comeback Kevin .. but you’ll have to actually stand this time Kevin Rudd has been told by his key supporters that they would support another tilt at the leadership but he would have to declare his hand and not leave them hanging. Two senior Labor MPs confirmed discussions had been held over the past two days with the former PM. He was told he could still take the leadership if he wanted it. ""But no one is going out on a limb again this time,"" said one. Another MP confirmed Mr Rudd had again been approached and was told they would still back him. (news.com) Gonski The Gillard government has introduced its centrepiece Gonski education reforms to parliament with a warning that non-participating states will miss out on the cash, while a significant business group announced their backing for the reforms. (Guardian Australia) NBN/Asbestos Union leaders are demanding a halt to the National Broadband Network to ensure an end to asbestos exposure as they put forward a plan to dispatch independent assessors across the project to check on the danger to public health. The union push seeks direct funding from Telstra and the government company building the network, NBN Co, to help federal authorities conduct random safety checks on dozens of subcontractors working on the $37.4 billion project. (The Australian, paywalled) Construction of the wireless section of the national broadband network is running so far behind schedule that less than half the planned homes and offices will be connected by its June 30 target. NBN Co has blamed tall trees blocking signals and a lack of accurate addresses for the slow rollout. But experts said inadequate planning and poor management were also to blame for the delays, which now mean that two of the NBN’s three delivery systems – wireless, fibre and satellite – will miss their original targets. (The Australian Financial Review, paywalled) WorkChoices campaign: the sequel Emotive advertisements depicting families whose lives are being undermined by unjust workplace practices will begin screening tonight, as a part of a major campaign push by unions against insecure work. With 101 days to go to the federal election, the ACTU advertisements will debut during tonight's rugby league State of Origin telecast and will evoke memories of the 2007 Your Rights At Work campaign that was widely credited with helping to bring down the Howard government. (The Australian, paywalled) Marine management plans survive disallowance motion Coalition just voted to scrap Australia's 2.3 million sq km of marine reserves, including one initiated by the Howard Govt. We won 71-70. You can follow the live updates on the blog, and if inclined, join the Twitter conversation by using the hashtag #politicslive Follow me on Twitter @murpharoo",2010-2013,5.784127118644069,1180,6587,0.17914073174434492
politics/audio/2013/sep/03/australian-politics-weekly-podcast-polling-day,Politics,https://www.theguardian.com/politics/audio/2013/sep/03/australian-politics-weekly-podcast-polling-day,2013-09-03T22:31:25Z,Australian Politics Weekly podcast: polling day beckons,<p>Political editor Lenore Taylor and press gallery veterans Michelle Grattan and Malcolm Farr join Katharine Murphy to discuss this week's news from the Australian election campaign</p>,"Politicians scramble to make a final impression as polling day edges closer. Will Tony Abbott's careful, careful approach get him over the line or could Kevin Rudd create a miracle? Guardian polling punter and Stanford politics professor Simon Jackman explains national and local electorate polls and their relationship with betting odds. Jackman reveals the stats and numbers as he sees them, with surprising predictions. Also a wrap of the election race to date with press gallery journalists; Guardian Australia's Lenore Taylor, The Conversation's Michelle Grattan and Malcolm Farr of news.com.au. It's a wide-ranging chat summing up the campaign on both sides, key differences, policy failures, covering the election in the 'virtual bus' and a whole lot more. Leave your thoughts below.",2010-2013,6.265333333333333,15,124,0.12096774193548387
