id,type,section_id,section_name,web_publication_date,web_title,headline,trail_text,body_text,is_hosted,pillar_id,pillar_name
books/2023/dec/10/honouring-benjamin-zephaniahs-poetry-and-politics,article,books,Books,2023-12-10T16:27:57Z,Honouring Benjamin Zephaniah’s poetry and politics | Brief letters,Honouring Benjamin Zephaniah’s poetry and politics,<strong>Brief letters: </strong>Actions of an anarchic activist | Mind your language | Mozambique’s Mapiko dance,"Diane Abbott has recalled one of Benjamin Zephaniah’s greatest actions – his rejection of an OBE in 2003 (‘A hero to millions’: Benjamin Zephaniah remembered by Michael Rosen, Kae Tempest and more, 7 December). He never sold out, remaining an anarchic activist until his tragically early death. He should also be remembered as a great cat lover, often mentioning his “cool tabby cat” Danny in poems and interviews. Ralph Lloyd-Jones Nottingham • Benjamin Zephaniah was indeed a “friend of the marginalised”. A few years ago, he sported a T-shirt with the message “More blacks, more dogs, more Irish” on stage at the Whitby Musicport festival. I ordered my T-shirt the following day, and wear it regularly. Ian Ferguson Pickering, North Yorkshire • In recent TV coverage of Eastleigh v Reading in the FA Cup, the commentators frequently apologised for the “industrial language” of the crowd chants. Having watched James Cleverly in the Commons and read the WhatsApp messages from the Covid inquiry, I wonder if they should instead have apologised for the “ministerial” language? John Lovelock Bristol • Re global cultural assets (Italian opera singing joins pizza-making on UN cultural heritage list, 7 December), following the work of local artists in Mozambique, Mapiko dance is also now listed as an art to protect. A grand tour of culture today can be more diverse, more open and more global than the aristocratic travels of earlier centuries. Ed Mayo London • Do you have a photograph you’d like to share with Guardian readers? If so, please click here to upload it. A selection will be published in our Readers’ best photographs galleries and in the print edition on Saturdays.",False,pillar/arts,Arts
books/2023/dec/04/the-best-politics-books-of-2023,article,books,Books,2023-12-04T07:30:36Z,The best politics books of 2023,The best politics books of 2023,Rory Stewart’s bridge-burning memoir; the rise and demise of Liz Truss; and what Trump’s aide saw at the White House,"This has been a year of ghosts. At home, history returned to haunt British politics, with David Cameron recalled to government (why hello, ghost of Christmas past) and the Covid inquiry summoning Boris Johnson’s period of rule (more like ghosts of Christmas parties). Abroad, the threat of a Trump comeback hangs over the US, while in Israel and Gaza an age-old conflict has been tragically revived. It’s a fitting year, then, for writers using history to make sense of the present and none do so more movingly than the journalist and Conservative peer Danny Finkelstein in Hitler, Stalin, Mum and Dad (William Collins), an immigrant family’s story of love and war, but above all, a passionate defence of moderate liberal values as a bulwark against violent extremes. His mother was a German Jew who miraculously survived a Nazi concentration camp; his father a Jew from Lvov in Poland (now Lviv in Ukraine), shipped off by the invading Russians to one of Stalin’s gulags. The deliberately ordinary suburban life they eventually forged in Britain, after meeting and marrying, was an extraordinary victory over the odds, a reminder never to make assumptions about what lies behind unassuming front doors or underestimate the privilege of a quiet life. The three children of this marriage were understandably raised to believe in the importance of politics, which had meant literally life and death to their parents, but also to stand “for moderation against extremism. For reason over irrationality. For optimism and resilience, tempered by the memory of dictatorship and oppression but never overwhelmed by it,” Finkelstein writes. They are values the former Tory minister-turned-podcaster Rory Stewart doubtless shares, but in Politics on the Edge (Jonathan Cape) he offers a more disillusioned if equally beautifully written take on putting them into practice, reflecting with “a sense of shame” on a frustrating Westminster career. Defiantly burning bridges as he goes – Michael Gove, George Osborne, Boris Johnson and Liz Truss all come off memorably badly – Stewart lists everything he thinks ails conventional politics: over-mighty party members, the prizing of simplicity over complexity, the way ministers are never in a job long enough to master either the brief or their civil servants. The Foreign Office deems him naive, and arguably has a point: Stewart comes across as an incurable 19th-century romantic, adrift in a world of soundbites and grubby compromises. Yet when he describes his time as a reforming prisons minister, under the thoughtful David Gauke, you glimpse how transformative government could be - at least until Stewart blows up his career for one last doomed stand against hard Brexit. (For the bigger picture on how that battle has shaped modern Britain, the Telegraph journalist Ben Riley-Smith’s The Right to Rule (John Murray) – a majestic digested read of the last 13 years of Tory leadership, drawing together the threads of four premierships each defined by Brexit – will keep any politics junkie busy through Boxing Day). Heading into a general election year with change in the air, there are still surprisingly few authors looking ahead to a potential Labour future, pending the former journalist Tom Baldwin’s hotly anticipated biography of Keir Starmer in February. But there are three early contenders for shadow cabinet bedside tables. The first is Sadiq Khan’s Breathe (Cornerstone), in which London’s mayor draws lessons learned from a sometimes controversial crusade against air pollution for climate policy more broadly. It’s surprisingly funny, endearingly human, and honest about the pitfalls without making things sound hopeless. The second is former Labour minister Denis MacShane’s Labour Takes Power (Biteback). This diary of the first Blair parliament is very much of its rather boozy, blokey time, and the author (for much of this time a junior Foreign Office bag-carrier) rarely underestimates his own importance. But it’s an essential reminder of just how difficult governing is, even after a landslide: within months Blair had suffered a scandal over tobacco sponsorship, a backbench rebellion over benefit cuts, and an early foreign policy dilemma over Iraq, while by the end of the parliament MacShane notes rising tensions over eastern European immigration and what would prove a fatal reluctance to make the pro‑European case. Wes Streeting’s memoir One Boy, Two Bills and a Fry Up (Hodder &amp; Stoughton) meanwhile rattles cheerfully through the extraordinary life story of the shadow health secretary, growing up in poverty in the East End as the grandson of a convicted bank robber – though it offers only rather guarded clues into his thinking as an adult. My favourite Labour book of the year, however, was the documentary-maker Linda McDougall’s Marcia Williams: The Life and Times of Baroness Falkender (Biteback), a long-overdue revisiting of Harold Wilson’s all-powerful political secretary and “office wife”. (Widely thought to have been lovers in the 1950s, by the time Wilson became prime minister in 1964, McDougall argues, the pair had settled into a formidable political partnership.) The extraordinary story of how Williams carved an unprecedented role for herself inside a male-dominated world, while managing secretly to have two children by a married Daily Mail journalist and conceal the pregnancies from her colleagues, is one begging to be told by another woman, and McDougall brings nuance to it. She doesn’t deny Williams could be bullying, melodramatic and difficult. But she asks the right questions about why a single mother in a highly pressured job, terrified of her secret emerging and reliant on a cocktail of amphetamines and Valium to get through the day, might seem emotionally volatile. A terrific read for anyone interested in how working women’s lives have changed since the 1970s, in or out of politics. Talking of which, it’s been a bumper year for books by or about female prime ministers. Harry Cole and James Heale’s Out of the Blue (HarperCollins) is an irresistibly juicy account of Liz Truss’s rapid rise and even more rapid downfall, doubling as a record of just how bad things got should anyone seek to rewrite history at the next Tory leadership contest. See also John Crace’s Depraved New World (Guardian Faber), a collection of sketches of the last year of madness without which no Christmas stocking is complete. Theresa May’s The Abuse of Power (Headline), meanwhile, isn’t a conventional memoir but a serious-minded study of scandals in which vulnerable people were failed by those in authority, from the Grenfell fire to Hillsborough to the Rotherham grooming gangs. Though she gives herself too easy a ride over the Windrush catastrophe, it’s an unusual look at power in its broadest sense aimed squarely at other women incensed by people not doing their jobs properly. I suspect May would approve of Cassidy Hutchinson, the 25-year-old White House aide who helped expose Donald Trump’s role in whipping up a post-election mob to storm Capitol Hill. Raised a staunch Republican, in her book Enough (Simon &amp; Schuster), Hutchinson describes the dawning horror of realising what she’s enabling by working for Trump, and her eventual decision that it’s her democratic duty to testify against him. The brilliance is in the sleazy details: Trump refusing to wear a Covid mask because it smudged his makeup, or the chief of staff’s wife complaining that his suits smelled of smoke from all the documents burned in the administration’s last days. To read Hutchinson’s descriptions of being stopped in the street by well-wishers, convinced her testimony had helped save America from something dangerous, is to feel faintly embarrassed that we’re not more protective of Britain’s own fragile democracy. Now there’s a New Year’s resolution. • To browse all politics books included in the Guardian and Observer’s best books of 2023 visit guardianbookshop.com. Delivery charges may apply.",False,pillar/arts,Arts
australia-news/2023/dec/10/queensland-premier-annastacia-palaszczuk-retires-from-politics,article,australia-news,Australia news,2023-12-10T03:42:51Z,Queensland premier Annastacia Palaszczuk retires from politics,Queensland premier Annastacia Palaszczuk retires from politics,Labor leader says state is ‘in good shape’ and ‘now is the time for me to leave’ following months of speculation about her future,"The Queensland premier, Annastacia Palaszczuk, has announced her retirement from politics, saying she had “given my all” and “now is the time for me to leave”. Palaszczuk made the announcement at a press conference on Sunday following months of speculation about her future. “Queensland is in good shape,” she told Guardian Australia. “Which is why now is the time for me to leave.” Palaszczuk will officially step down as premier next week and will leave parliament at the end of the month. Her successor – currently a three-way contest between the deputy premier, Steven Miles, the health minister, Shannon Fentiman and treasurer Cameron Dick – is yet to be decided. At a press conference on Sunday, Palaszczuk said the decision was for her colleagues but she also endorsed Miles as her successor, saying she believed he “will make an excellent premier”. Palaszczuk said she made the decision to retire while trying to find a time to take a break with her partner. Her last holiday resulted in her being hounded by some media over when she would be announcing her retirement. Sign up for Guardian Australia’s free morning and afternoon email newsletters for your daily news roundup “If you were wondering, I turned my mind to this when I was trying to have a holiday with my partner,” Palaszczuk said. “Everyone deserves a break. “Finally, my mind was made up at national cabinet last week when I saw so many new faces. “Renewal is a good thing.” Palaszczuk said she had led the party opposition of just seven members and that the first election would be like “climbing Mt Everest”. “I went on to climb that mountain twice more. I don’t need to do it again,” she said. “I have given my all.” Palaszczuk was first elected as premier in 2015, leading Queensland Labor to a victory just one term after the party was reduced to just seven seats. She became the first woman leader in Australia to be re-elected and led the first majority woman cabinet in Australia. At a press conference on Sunday, an emotional Palaszczuk said: “I fought the good fight, I’ve given everything, but now is the time for me to find out what else life has to offer. “I would like to thank my mum, dad, my sisters, my nieces and nephew. Most of all for all their love and support. They’re looking forward to having me home.” Palaszczuk also said she had spoken to another pandemic-era premier, former Western Australian leader, Mark McGowan, before she announced her decision. The Queensland premier’s resignation means the ACT chief minister, Andrew Barr, is the last remaining state or territory leader from the peak pandemic period. ‘A Labor hero’ The prime minister, Anthony Albanese, described Palaszczuk, as “a Labor hero” and “a champion for Queensland” who had a long list of policy achievements, from energy and social policy to the recent push for a national firearms register. Queensland’s opposition leader, David Crisafulli, said “regardless of politics, nine years as premier deserves acknowledgement and respect”. “I want to thank Annastacia Palaszczuk for her service and wish her well in her retirement,” Crisafulli said. The recently elected Victorian premier, Jacinta Allen, said Palaszczuk “showed a generation of young girls that female leadership is not only possible, but entirely normal”. The defence minister, Richard Marles, said Palaszczuk’s legacy would endure for many years including in 2032, when the state is planning to host the Olympics. The foreign affairs minister, Penny Wong, also praised Palaszczuk’s leadership and described her as a game-changer. “The first woman to become a state premier from opposition – and the first to win three elections. She did this with dedicated leadership on health, education, housing and the environment,” Wong said. The next Queensland election will be held in October next year.",False,pillar/news,News
inequality/2023/oct/16/labour-must-pay-attention-to-class-politics,article,inequality,Inequality,2023-10-16T16:42:03Z,Labour must pay attention to class politics | Letters,Labour must pay attention to class politics,"<strong>Letters: </strong>In a society where work no longer pays the bills and social mobility has slowed, class is not something you can leave behind, writes <strong>Neil Schofield-Hughes</strong>. Plus letters from <strong>Martyn Taylor</strong> and <strong>Lesley Moore</strong>","Aditya Chakrabortty seeks to analyse Keir Starmer’s and Labour’s attitudes to class (For Labour to reach alienated working-class voters, Starmer needs to treat them less like tools, 12 October). My background is similar to Starmer’s: son of a unionised skilled craftsman, brought up in a modest suburban semi on the edge of London, but thanks partly to a free university education with a grant – I was the first in my family to go – I’ve achieved professional middle-class status. And, yes, I reach for my cafetiere first thing in the morning. Chakrabortty argues that Starmer does not really know where he stands. I’d argue that Labour’s language, rooted in aspiration and the notion of the “class ceiling”, suggests otherwise; that being working class is not something that you celebrate, but that you leave behind. It celebrates those, like Starmer and me, who have moved out. In a society in which full-time work fails to pay the bills for a growing number of people, and with social mobility increasingly dependent on inheritance, it’s not an approach that can begin to address our huge inequalities. Neil Schofield-Hughes Cardiff • Aditya Chakrabortty suggests that the Labour party is offering workers “little more than spare change”. This is patent nonsense. It makes the assumption that the working class are sheep to be herded by any passing leftwing shepherd. In fact – clearly shown by the so-called red wall constituency debacle of 2019 – the reality is that they can discern what policies and personalities they trust and will vote accordingly. The Labour party is committed to assembling a broad coalition of interests to secure a mandate for radical change at the next election. This includes the cafetiere class, the business class and the working class. Without such an alliance supporting Labour, the country will be doomed to another Tory term. Martyn Taylor London • How is this diatribe of us (the far‑left good guys) and them (the so-called centrists) posturing helpful to anyone vulnerable? Why reinflate and perpetuate the division Aditya Chakrabortty claims to decry? Where does the worry that Keir Starmer is likely to fail actually take struggling working-class people? Speaking as a chronically despairing Labour supporter, saved from utter hopelessness by Starmer’s steady ongoing rescue mission, please let us (together) favour last week’s flicker of optimism over destructive nitpicking. Lesley Moore Burwash, East Sussex • Have an opinion on anything you’ve read in the Guardian today? Please email us your letter and it will be considered for publication in our letters section.",False,pillar/news,News
world/2023/dec/14/we-must-not-let-politics-trample-on-refugees-human-rights,article,world,World news,2023-12-14T17:57:41Z,We must not let politics trample on refugees’ human rights | Letters,We must not let politics trample on refugees’ human rights,"Letters: <strong>Rev Dr Noel Anthony Davies </strong>says Rishi Sunak’s government seems all too willing to breach the principles of the UN’s human rights declaration. Plus letters from <strong>Clive Stafford Smith, Jim King </strong>and<strong> Michael McLoughlin</strong>","As a retired Christian minister, I very much welcome the powerful and challenging article by Prof Philippe Sands (From Gaza to Ukraine, what would the pioneers of human rights think of our world today?, 13 December). In the service that I led in our uniting church in Swansea last Sunday – international Human Rights Day – I shared some of the key articles of the UN’s Universal Declaration of Human Rights with the congregation. A number commented afterwards on how powerful and challenging its affirmations are. We were therefore shocked to see that the UK government is prepared to turn its back on the declaration that has been the foundation of our common humanity and our shared sense of justice and freedom for all over the last 75 years merely to serve party political ends, and to implement an immigration policy that is clearly in contravention of the declaration. It is also a denial of what we, as Christians, would regard as a universal recognition, founded in the teaching of Jesus, of the dignity, freedom and equality of all people, irrespective of race, religion, sexuality, national identity or political conviction. We were particularly struck by the constant reiteration of words such as “all” and “no one”, underlining the fact that for those who developed and signed this declaration on behalf of our nations 75 years ago, universal meant universal and all meant all. We must not now turn our backs on that vision and conviction for reasons of political expediency. Rev Dr Noel Anthony Davies Swansea • I am not sure that Rishi Sunak is showing enough commitment to win through on his Rwanda bill. His legal team deems it consistent with the rule of law to pass a bill overriding the UN refugee convention, and his goal is apparently to deter people from coming to the UK. As a longtime human rights lawyer, I offer a modest solution: why not announce that we have had enough of the woke adherence to the UN convention against torture, and we will waterboard those fortunate enough to avoid drowning in the Channel. That should put them off. As for children, the UN convention on the rights of the child is really just mollycoddling, so when they have overcome seasickness from the crossing, put them in solitary confinement in the Bibby Stockholm, the prison hulk in Portland. Please just call for more free legal advice. Clive Stafford Smith Bridport, Dorset • I wonder if TV bosses might be interested in the idea of replacing I’m a Celebrity … Get Me Out of Here! with a new reality show, in which contestants are dropped in a war-torn or repressive country – the likes of Iran, Afghanistan, Syria or Rwanda – and then required to make their way to the UK (Nigel Farage to swap the jungle for the Tory party? At this point, why not let him at it, 11 December). I’ve already come up with a number of ideal participants, such as Suella Braverman, Robert Jenrick, Rishi Sunak, Boris Johnson, Jacob Rees-Mogg, Mark Francois and, of course, Nigel Farage. But I am sure that fellow Guardian readers could come up with other names to add to that motley crew. Jim King Birmingham • Satirists must be in despair. How can they compete with the Tory government, which is now putting fantasy into legislation. It being Christmas, maybe it is time for them to pass a motion that Father Christmas really lives at the north pole before the chance passes. Michael McLoughlin (North Pole Research Group), Wallington, London • Have an opinion on anything you’ve read in the Guardian today? Please email us your letter and it will be considered for publication in our letters section.",False,pillar/news,News
politics/2023/dec/19/senior-figures-from-across-uk-politics-gather-to-remember-alistair-darling,article,politics,Politics,2023-12-19T15:04:59Z,Senior figures from across UK politics gather to remember Alistair Darling,Senior figures from across UK politics gather to remember Alistair Darling,"Edinburgh memorial service pays tribute to former chancellor for his ‘decency, honesty and shrewd judgement’","Keir Starmer, Gordon Brown and Tony Blair joined a host of senior figures from across British politics on Tuesday to pay tribute to Alistair Darling, the former chancellor who died last month aged 70. A congregation that included Scotland’s first minister, Humza Yousaf, the former Conservative chancellor George Osborne and the former Cabinet secretary Gus O’Donnell gathered for Darling’s memorial service at St Mary’s Episcopal Cathedral in Edinburgh. In a eulogy that followed tributes from close friends and his children, Anna and Calum, the shadow chancellor, Rachel Reeves, described Darling as her mentor, a man of great integrity whose “decency, honesty and shrewd judgment represented the very best of our politics”. She said Darling, who had built his career on being trusted and unflashy, almost relished being described twice as the most boring politician in Britain by Truckers’ Weekly, though that reputation crumbled in private under his dry, acerbic wit. “After the last few years, perhaps people might like their chancellors a little less exciting,” she said. Darling was one of only three Labour MPs who served on the frontbench for the full 13 years of the last Labour government, while leading the government through a “generational global financial crisis” in 2008, which drew on his previous training as a lawyer. He was “a model of calm careful deliberation and strong instincts”, Reeves said. “Those difficult months required courage, the willingness to listen to advice, the intellect to grasp it and the willingness to act with swift bold judgment when called upon and to take responsibility for those momentous decisions.” He grasped the essential truth “that the most basic precondition [for earning the right to govern] is the public’s trust with taxpayers’ money”, she said. Darling died of a short illness with an aggressive form of cancer in Edinburgh on 30 November, two days after his 70th birthday. His family held a small, private cremation on Monday, where the funeral service included an Elizabeth Barrett Browning sonnet and the Lou Reed song Perfect Day. Among the mourners at St Mary’s were the former Scottish Conservative leader Ruth Davidson; the former Labour minister and European trade commissioner, Peter Mandelson; the Scottish Labour leader, Anas Sarwar, the authors JK Rowling and Ian Rankin; the shadow home secretary, Yvette Cooper; and Ed Balls, a potential chancellor at the time of Darling’s appointment to the post in 2007. The service at St Mary’s also heard from Brian Wilson, the former Labour energy minister and one of Darling’s closest friends. Referring to Darling’s education at Lorretto, a private school in Musselburgh, Wilson said: “Possibly the only advantage to a private education was that it pushed his views well to the left.” Rather than earn a very comfortable living as an advocate, Darling devoted himself to the Labour party. He swapped the pinstripes of the legal profession to don jeans and jumpers in the evening before embracing the task of making Labour electable again after its heavy defeat in the 1987 general election. “Alistair was among those who committed himself to the long hard struggle to ensure we came back from that particular brink under Neil Kinnock’s leadership,” Wilson said. “There were no ifs or buts, no room for self-indulgence or factionalism. Just hard work, a long slog and unrelenting competence.” There were then 10 long years in opposition. “History repeats itself in disturbingly short intervals,” Wilson added. Calum Darling told mourners his father was never happier than on his 60th birthday when their close friends George Mackie and Catherine Macleod allowed Darling to use a tractor on their farm in Essex. “He spent a day digging small holes and then filling them in again,” he recalled. “Our dad was certain this was a vital contribution to the work of the farm. George seemed less certain.” Darling is survived by his wife Maggie, a former journalist.",False,pillar/news,News
global/2023/jul/09/politics-no-thanks-were-conservatives,article,global,Global,2023-07-09T16:04:11Z,"Politics? No thanks, we’re Conservatives | Brief letters","Politics? No thanks, we’re Conservatives",<strong>Brief letters: </strong>Conservatives | Banksy v Jenrick | Weak government | Turtles | Robots | Lord’s Prayer ,"The TaxPayers’ Alliance’s claim that it does not reveal its donors because many people do not like to talk about or broadcast their political views is reminiscent of the old Flanders and Swann line “We don’t have politics round here, we’re all Conservatives” (Rightwing lobby group campaigns to undermine UK four-day week, 7 July). Geoff Reid Bradford • Wouldn’t it be grand if a Banksy were to suddenly appear celebrating Honest Bob Jenrick’s caring attitude towards all children – refugee and migrant kids excepted (Robert Jenrick has cartoon murals painted over at children’s asylum centre, 7 July). WA Gulam Manchester • My grandmother too had little time for weak ministers (The politics sketch, 5 July). She would say, in her broad Lancashire accent, “If brains were dynamite, he wouldn’t have enough to blow his cap off.” Barbara France Carnforth, Cumbria • I can’t be sure what species they are, but the boating lake in Battersea Park, London, already has turtles (European pond turtle could return to British rivers and lakes, 7 July). I saw one on the day of your article. Tim Scott London • Robots say they have no plans to steal jobs or rebel against humans (Report, 8 July). Yes, but they would say that wouldn’t they? Hal Satterthwaite London • Our Father who art in heaven, Hollowed out be thy name … (Lord’s Prayer opening may be ‘problematic’, says archbishop, 7 July). Peter Dewar Bromley, London • Have an opinion on anything you’ve read in the Guardian today? Please email us your letter and it will be considered for publication in our letters section.",False,,
politics/2023/nov/12/far-right-clashes-london-pro-palestine-march-grant-shapps-suella-braverman,article,politics,Politics,2023-11-12T12:50:07Z,Shapps accuses Labour of ‘playing politics’ over Braverman protest comments,Shapps accuses Labour of ‘playing politics’ over Braverman protest comments,Government begins apparent defence of home secretary after claims her rhetoric led to far-right counterprotest,"Grant Shapps has accused Labour of “trying to play politics” over far-right protests in London, blamed in part on Suella Braverman’s rhetoric, as ministers began an apparent defence of the beleaguered home secretary. Following the violent scenes around the Cenotaph on Saturday, where far-right groups fought officers in what was billed a counterprotest to a much larger pro-Palestine demonstration, Labour said Braverman had intentionally inflamed tensions and undermined the police. But in a round of interviews, the defence secretary insisted that the protesters, described by police as mainly football hooligans, had already decided to march before Braverman’s statements calling the pro-Palestine demonstration a “hate march” and accusing police of dealing less robustly with leftwing protests. Shapps defended Braverman’s actions, while saying he would have used different language, and criticised politicians including Keir Starmer and Sadiq Khan for “trying to play politics with the serious points which are being made” by the home secretary. He told GB News: “I’m not really keen on the idea that in retrospect, whether it’s the leader of the opposition or the Labour London mayor, that they come in and try and politicise this weekend of all weekends. It should not be about politics.” Such a robust defence marks a considerable shift from late last week, when Braverman appeared on the verge of getting sacked after a clearly furious No 10 said she had submitted a controversial article to the Times about the marches without making requested changes. The supreme court is expected to rule on the legality of the government’s Rwanda deportation scheme for asylum seekers this week and there is speculation that Sunak might remove Braverman in a later reshuffle, potentially after this month’s autumn statement. Allies of Braverman expect her to be in the job for Wednesday’s court ruling. In other interviews, Shapps argued that while the bulk of the 126 arrests on Saturday were among the far-right crowds, this was likely to change as officers pored over footage of seemingly antisemitic placards and chants at the pro-Palestine march. Asked whether Braverman had in part provoked the far-right violence – a view seemingly taken by the Met police, which said “a week of intense debate about protest and policing” had contributed to inflamed tensions – Shapps said it had not. “The counterprotest was already going to happen,” he told Sky’s Sunday Morning with Trevor Phillips show. “Those people who were going to come and try and disrupt this weekend had already said they were going to do it. They were doing it, in their own twisted way, because they were protesting themselves against other marches.” Speaking before Shapps on Sky News, the shadow home secretary, Yvette Cooper, said both Braverman and Sunak had “made it harder for the police to do their jobs, both in inflaming tensions but also undermining confidence and respect in the police”. Asked whether this had helped distract attention from Labour divisions over whether to back a ceasefire in Gaza, Cooper said: “I think this is much more serious than that. Suella Braverman decided to launch an unprecedented attack on the impartiality of the police, and also to deliberately inflame tensions in the run-up to remembrance weekend. “No home secretary has ever done that before. Her job is supposed to be to support the police and to work with the police and to calm tensions. She did the opposite. And she did the opposite in a really damaging and irresponsible way.” In an overnight comment article for the Sunday Telegraph, Starmer said Braverman’s recent comments, including a description of homelessness as a “lifestyle choice” showed “a total lack of respect for this country’s values and its principles”. He wrote: “Few people in public life have done more recently to whip up division, set the British people against one another and sow the seeds of hatred and distrust than Suella Braverman. In doing so, she demeans her office.” Writing in the Sunday Mirror, Sadiq Khan, the Labour mayor of London, said that if Sunak did not sack Braverman, “he’s too weak or agrees with her”. Sacking Braverman would, however, prompt anger from her allies on the right of the Tory party. One of them, the MP for Devizes, Danny Kruger, said the main lesson of the weekend had been that “maybe it would have been best if the [pro-Palestine] march hadn’t been allowed to go ahead”.",False,pillar/news,News
